topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq
1.3,video,Defining System Boundaries in Ecology - Systems Innovation,Systems Innovation,https://www.youtube.com/@systemsinnovation,,,,2,,,,,,,,1.1
1.3,lab,Ecosystem Boundaries Lab: Define and test system boundaries in ecology,SERC,https://serc.carleton.edu/integrate/teaching_materials/system_boundaries/,,,,2,,,,,,,,1.1
1.3,game,Ecosystem Boundary Builder: Define system boundaries in virtual ecosystems,National Geographic,https://education.nationalgeographic.org/resource/ecosystems/,,,,2,,,,,,,,1.1
1.3,simulation,System Boundaries - En-ROADS,En-ROADS Climate,https://en-roads.climateinteractive.org/,,,,2,,,,,,,,1.1
1.3,interactive,System Boundaries Interactive: Define and explore ecosystem boundaries,CK-12,https://www.ck12.org/biology/ecosystems/,,,,2,,,,,,,,1.1
1.3,worksheet,System Boundaries Worksheet,Waters Center,https://waterscenterst.org/,,,,2,,,,,,,,1.1
1.3,worksheet,System Boundaries Worksheet: Practice defining ecosystem boundaries,NGSS Life Science,https://www.ngsslifescience.com/,,,,2,,,,,,,,1.1
1.3,video,System Boundaries in Ecology,Bozeman Science Ecology,https://www.youtube.com/watch?v=pyxTR9wSfI0,,,,2,,,,,,,,1.1
1.3,reading,System Boundaries in Ecology,Biology LibreTexts Ecology,https://bio.libretexts.org/,,,,2,,,,,,,,1.1
1.3,audio,System Boundaries: Where does one system end and another begin?,Systems Thinking Podcast,https://thesystemsthinker.com/,,,,2,,,,,,,,1.1
1.3,video,Thinking in Systems - Donella Meadows,Academy of Systems Change,https://www.youtube.com/watch?v=HOPfVVMBSy4,,,,2,,,,,,,,1.1
1.3,lab,Watershed Boundaries Virtual Lab: Explore system boundary delineation,USGS,https://www.usgs.gov/educational-resources/watershed-delineation,,,,2,,,,,,,,1.1
1.3,audio,Outrage and Optimism: System Boundaries,Outrage+Optimism,https://open.spotify.com/show/2FjnE8EVBXM3ZTMtSElFMG,,,,3,,,,,,,,1.1
1.3,reading,System Boundaries - Systems Innovation,Systems Innovation,https://www.systemsinnovation.io/post/system-boundaries,,,,3,,,,,,,,1.1
1.4,video,Feedback Loops: How Nature Gets Its Rhythms,TED-Ed,https://www.youtube.com/watch?v=inVZoI1AkC8,,,yes,1,,,,,,,TED-Ed,1.2
1.4,video,Positive Feedback Loops in Climate: Ice-Albedo Effect,It's Okay To Be Smart,https://www.youtube.com/@itsokaytobesmart,,,yes,1,,,,,,,,1.2
1.4,interactive,Reinforcing Feedback Interactive: Build and test positive feedback loops,Concord Consortium,https://sagemodeler.concord.org/,,,yes,1,,,,,,,,1.2
1.4,simulation,Reinforcing Feedback Loop Simulator,En-ROADS Climate,https://en-roads.climateinteractive.org/,,,yes,1,,,,,,,,1.2
1.4,audio,BBC Climate Question: Runaway Climate Change,BBC,https://www.bbc.co.uk/programmes/w13xtvb8,,,,2,,,,,,,,1.2
1.4,game,Feedback Loop Builder: Create and test reinforcing feedback scenarios,Climate Interactive,https://www.climateinteractive.org/tools/,,,,2,,,,,,,,1.2
1.4,worksheet,Feedback Loops Worksheet - CLEAN,CLEAN,https://cleanet.org/resources/,,,,2,,,,,,,,1.2
1.4,lab,Feedback Loops in Climate: Model reinforcing feedbacks with ice-albedo,Concord Consortium,https://learn.concord.org/resources/climate-feedbacks,,,,2,,,,,,,,1.2
1.4,video,Positive Feedback Loops Explained,Bozeman Science Ecology,https://www.youtube.com/watch?v=TitrRpMUt0I,,,,2,,,,,,,,1.2
1.4,reading,Reinforcing Feedback - LibreTexts,LibreTexts,https://bio.libretexts.org/Bookshelves/Ecology/Environmental_Science,,,,2,,,,,,,,1.2
1.4,reading,Reinforcing Feedback Loops - Climate.gov,NOAA,https://www.climate.gov/teaching/essential-principles/essential-principle-2,,,,2,,,,,,,,1.2
1.4,reading,Reinforcing Feedback Loops Explained,NASA Climate Articles,https://climate.nasa.gov/,,,,2,,,,,,,,1.2
1.4,simulation,Reinforcing Feedback Simulation: Model positive feedback in ice-albedo system,Concord Consortium,https://learn.concord.org/resources/feedback-loops,,,,2,,,,,,,,1.2
1.4,video,Reinforcing Feedback in Environmental Systems - Systems Innovation,Systems Innovation,https://www.youtube.com/@systemsinnovation,,,,2,,,,,,,,1.2
1.4,audio,Reinforcing Feedback: Vicious and virtuous cycles in nature,Warm Regards Podcast,https://warmregards.fireside.fm/,,,,2,,,,,,,,1.2
1.5,simulation,Balancing Feedback Loops - Climate Interactive,En-ROADS Climate,https://en-roads.climateinteractive.org/,,,yes,1,,,,,,,,1.4
1.5,reading,Feedback Loops - CK-12,CK-12,https://flexbooks.ck12.org/,,,yes,1,,,,,,,,1.4
1.5,video,Feedback Loops: How Nature Gets Its Rhythms,TED-Ed,https://www.youtube.com/watch?v=inVZoI1AkC8,,,yes,1,,,,,,,TED-Ed,1.4
1.5,video,Feedback Loops: How Nature Gets Its Rhythms - Anja Scholze TED-Ed,TED-Ed,https://ed.ted.com/lessons/feedback-loops-how-nature-gets-its-rhythms-anja-scholze,,,yes,1,,,,,,,TED-Ed,1.4
1.5,video,Positive and Negative Feedback Loops - Bozeman Science,Bozeman Science,http://www.bozemanscience.com/positive-and-negative-feedback-loops,,,yes,1,,,,,,,Bozeman Science APES,1.4
1.5,lab,Spatial Ecology: Map species in a forest community,Labster,https://www.labster.com/simulations/spatial-ecology,,,yes,1,,,,,,,,1.4
1.5,game,Balancing Act Game: Maintain ecosystem equilibrium through feedback,National Geographic,https://education.nationalgeographic.org/resource/balance-of-nature/,,,,2,,,,,,,,1.4
1.5,worksheet,Balancing Feedback Loops Worksheet,NGSS Ecology Worksheets,https://climate.nasa.gov/,,,,2,,,,,,,,1.4
1.5,reading,Balancing Feedback Loops in Climate - Climate.gov,NOAA Education,https://www.climate.gov/teaching/essential-climate-literacy,,,,2,,,,,,,,1.4
1.5,simulation,Balancing Feedback Simulation: Model negative feedback loops in ecosystems,Concord Consortium,https://learn.concord.org/resources/feedback-loops,,,,2,,,,,,,,1.4
1.5,audio,Feedback Loops Explained: How balancing loops maintain equilibrium,TED Radio Hour,https://www.npr.org/programs/ted-radio-hour/,,,,2,,,,,,,,1.4
1.5,lab,Feedback Loops Lab: Test balancing feedback in predator-prey systems,Concord Consortium,https://learn.concord.org/resources/predator-prey,,,,2,,,,,,,,1.4
1.5,worksheet,Feedback Loops Worksheet - CLEAN Network,CLEAN,https://cleanet.org/resources/,,,,2,,,,,,,,1.4
1.5,reading,Feedback Loops in the Climate System - NOAA,NOAA,https://www.climate.gov/teaching/essential-principles/essential-principle-2,,,,2,,,,,,,,1.4
1.5,video,Negative Feedback Loops - Bozeman Science,Bozeman Science,https://www.youtube.com/watch?v=Iz0Q9nTZCw4,,,,2,,,,,,,Bozeman Science APES,1.4
1.5,video,Negative Feedback Loops - Climate Regulation,Bozeman Science Ecology,https://www.youtube.com/watch?v=pyxTR9wSfI0,,,,2,,,,,,,,1.4
1.5,audio,Outrage and Optimism: Feedback Loops in Climate,Outrage+Optimism,https://open.spotify.com/show/2FjnE8EVBXM3ZTMtSElFMG,,,,2,,,,,,,,1.4
1.6,game,"Climate Time Machine: Explore time lags in sea level, ice, and temperature",NASA,https://climate.nasa.gov/interactives/climate-time-machine/,,,yes,1,,,,,,,,1.4
1.6,lab,En-ROADS Climate Delays Lab: Model time lags in climate system responses,Climate Interactive,https://en-roads.climateinteractive.org/scenario.html,,,yes,1,,,,,,,,1.4
1.6,simulation,Time Delays in Climate - En-ROADS,En-ROADS Climate,https://en-roads.climateinteractive.org/,,,yes,1,,,,,,,,1.4
1.6,video,Why Climate Change Is So Hard to Fix: Time Lags Explained,Our Changing Climate,https://www.youtube.com/@OurChangingClimate,,,yes,1,,,,,,,,1.4
1.6,audio,Delays in Climate Systems: Why effects lag behind causes,Warm Regards Podcast,https://warmregards.fireside.fm/,,,,2,,,,,,,,1.4
1.6,video,Delays in Complex Systems - Systems Innovation,Systems Innovation,https://www.youtube.com/@systemsinnovation,,,,2,,,,,,,,1.4
1.6,lab,Systems Thinking Virtual Lab: Explore delays and feedback in ecosystems,Concord Consortium,https://learn.concord.org/resources/systems-dynamics,,,,2,,,,,,,,1.4
1.6,video,Time Delays in Climate Systems,Hot Mess PBS,https://www.youtube.com/watch?v=XEQq1dNaHro,,,,2,,,,,,,,1.4
1.6,interactive,Time Lag Explorer: Visualize delays in environmental system responses,Climate Interactive,https://www.climateinteractive.org/tools/,,,,2,,,,,,,,1.4
1.6,reading,Time Lags in Environmental Systems,Biology LibreTexts Ecology,https://bio.libretexts.org/,,,,2,,,,,,,,1.4
1.6,audio,Outrage and Optimism: Why Change Takes Time,Outrage+Optimism,https://open.spotify.com/show/2FjnE8EVBXM3ZTMtSElFMG,,,,3,,,,,,,,1.4
1.6,video,System Dynamics: Delays,Systems Innovation,https://www.youtube.com/watch?v=YdtFAzSicbE,,,,3,,,,,,,,1.4
1.6,reading,System Dynamics: Delays and Oscillations,Donella Meadows Institute,https://donellameadows.org/systems-thinking-resources/,,,,3,,,,,,,,1.4
1.6,worksheet,Systems Dynamics Delays Worksheet,Systems Innovation,https://www.systemsinnovation.io/,,,,3,,,,,,,,1.4
1.6,worksheet,Time Delays Worksheet,NGSS Ecology Worksheets,https://climate.nasa.gov/,,,,3,,,,,,,,1.4
1.7,video,Climate Tipping Points - PBS Hot Mess,PBS Hot Mess,https://www.youtube.com/watch?v=M02_ydp_dbs,,,yes,1,,,,,,,,1.5
1.7,video,Climate Tipping Points: Too Late to Turn Back? - DW,DW,https://www.youtube.com/@DWDocumentary,,,yes,1,,,,,,,,1.5
1.7,lab,En-ROADS Tipping Points Lab: Explore climate thresholds and irreversibility,Climate Interactive,https://en-roads.climateinteractive.org/scenario.html?p1=1,,,yes,1,,,,,,,,1.5
1.7,interactive,HHMI BioInteractive: Tipping Points Click and Learn,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/exploring-tipping-points,,,yes,1,,,,,,,HHMI BioInteractive,1.5
1.7,interactive,Tipping Points Interactive,NASA Climate Time Machine,https://climate.nasa.gov/interactives/,,,yes,1,,,,,,,,1.5
1.7,simulation,Tipping Points Simulation - Climate Interactive,Climate Interactive,https://en-roads.climateinteractive.org/scenario.html,,,yes,1,,,,,,,,1.5
1.7,simulation,Tipping Points Simulation - En-ROADS,En-ROADS Climate,https://en-roads.climateinteractive.org/,,,yes,1,,,,,,,,1.5
1.7,video,Tipping Points in Climate - When Small Changes Have Big Effects,Hot Mess PBS,https://www.youtube.com/watch?v=shSTT6PqDUw,,,yes,1,,,,,,,,1.5
1.7,reading,Tipping Points in Earth Systems,NASA Climate Articles,https://climate.nasa.gov/,,,yes,1,,,,,,,,1.5
1.7,video,Tipping Points: How Small Changes Can Have Huge Effects,TED-Ed,https://www.youtube.com/watch?v=TfK8WVs1UBs,,,yes,1,,,,,,,TED-Ed,1.5
1.7,audio,Tipping Points: When small changes cause big shifts in ecosystems,Radiolab,https://radiolab.org/,,,yes,1,,,,,,,,1.5
1.7,video,What Will Earth Look Like When These 6 Tipping Points Hit? - PBS Terra,PBS Terra,https://www.youtube.com/@pbsterra,,,yes,1,,,,,,,,1.5
1.7,audio,BBC Climate Question: Tipping Points,BBC,https://www.bbc.co.uk/programmes/w13xtvb8,,,,2,,,,,,,,1.5
1.7,game,Tipping Point Challenge: Find system thresholds before collapse,Climate Interactive,https://www.climateinteractive.org/tools/,,,,2,,,,,,,,1.5
1.7,lab,Tipping Points Virtual Lab: Model threshold effects in climate systems,Concord Consortium,https://learn.concord.org/resources/tipping-points,,,,2,,,,,,,,1.5
1.7,worksheet,Tipping Points Worksheet - CLEAN,CLEAN,https://cleanet.org/resources/,,,,2,,,,,,,,1.5
1.7,reading,Tipping Points in the Climate System - Carbon Brief,Carbon Brief,https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change/,,,,2,,,,,,,,1.5
1.8,interactive,En-ROADS Climate Solutions Simulator,Climate Interactive,https://en-roads.climateinteractive.org/scenario.html,,,yes,1,,,,,,,,1.7
1.8,lab,Environmental Impact of Coal Power Plants: Analyze emissions,Labster,https://www.labster.com/simulations/environmental-impact-coal-power-plants,,,yes,1,,,,,,,,1.7
1.8,simulation,Leverage Points Climate Simulator,En-ROADS Climate,https://en-roads.climateinteractive.org/,,,yes,1,,,,,,,,1.7
1.8,game,Leverage Points Simulation: Find the most effective interventions in systems,Climate Interactive,https://www.climateinteractive.org/en-roads/,,,yes,1,,,,,,,,1.7
1.8,reading,Leverage Points - Waters Center,Waters Center,https://waterscenterst.org/,,,,2,,,,,,,,1.7
1.8,video,Leverage Points - Where to Intervene in a System,Our Changing Climate,https://www.youtube.com/watch?v=yiw6_JakZFc,,,,2,,,,,,,,1.7
1.8,reading,Leverage Points: Where to Act on a System,Biology LibreTexts Ecology,https://bio.libretexts.org/,,,,2,,,,,,,,1.7
1.8,audio,Leverage Points: Where to intervene in complex systems,Systems Thinking Podcast,https://thesystemsthinker.com/,,,,2,,,,,,,,1.7
1.8,video,Where to Intervene in a System - Systems Innovation,Systems Innovation,https://www.youtube.com/@systemsinnovation,,,,2,,,,,,,,1.7
1.8,worksheet,Leverage Points Worksheet,Donella Meadows Institute,https://donellameadows.org/,,,,3,,,,,,,,1.7
1.8,video,Leverage Points: Places to Intervene in a System,Academy of Systems Change,https://www.youtube.com/watch?v=DhLT1sIPDaE,,,,3,,,,,,,,1.7
1.8,reading,Leverage Points: Places to Intervene in a System,Donella Meadows Institute,https://donellameadows.org/archives/leverage-points-places-to-intervene-in-a-system/,,,,3,,,,,,,,1.7
1.8,audio,Outrage and Optimism: Leverage Points for Change,Outrage+Optimism,https://open.spotify.com/show/2FjnE8EVBXM3ZTMtSElFMG,,,,3,,,,,,,,1.7
1.9,video,400 Parts Per Million - MinuteEarth,MinuteEarth,https://www.youtube.com/c/minuteearth,,,yes,1,,,,,,,MinuteEarth,
1.9,simulation,Environmental Data Visualization: Interactive graphing and analysis tools,NOAA,https://www.climate.gov/maps-data,,,yes,1,,,,,,,,
1.9,worksheet,Interpreting Ecological Data Worksheet,Biology Corner Ecology,https://www.biologycorner.com/worksheets/interpreting_data.html,,,yes,1,,,,,,,,
1.9,interactive,NASA Global Climate Dashboard,NASA Climate Time Machine,https://climate.nasa.gov/vital-signs/,,,yes,1,,,,,,,,
1.9,interactive,NASA Vital Signs Dashboard,NASA,https://climate.nasa.gov/vital-signs/global-temperature/,,,yes,1,,,,,,,,
1.9,interactive,NOAA Data in the Classroom Interactive,NOAA Interactive,https://www.noaa.gov/education/resource-collections/data/classroom-ready,,,yes,1,,,,,,,,
1.9,worksheet,Reading Environmental Data Worksheet - NGSS,NGSS Ecology Worksheets,https://ngss.nsta.org/,,,yes,1,,,,,,,,
1.9,reading,Climate Data - Our World in Data,Our World in Data,https://ourworldindata.org/co2-and-greenhouse-gas-emissions,,,,2,,,,,,,,
1.9,game,Data Detective: Read and interpret environmental graphs and charts,NOAA,https://www.noaa.gov/education/resource-collections/data-literacy,,,,2,,,,,,,,
1.9,video,How to Read Environmental Data and Graphs,Bozeman Science Ecology,https://www.youtube.com/watch?v=pyxTR9wSfI0,,,,2,,,,,,,,
1.9,video,How to Read a Climate Graph,NASA,https://www.youtube.com/watch?v=fP4n-CyGy8g,,,,2,,,,,,,,
1.9,reading,Reading Environmental Data - Keeling Curve,Scripps,https://keelingcurve.ucsd.edu/,,,,2,,,,,,,,
1.9,worksheet,Reading Environmental Data Worksheet - NASA,NASA,https://climate.nasa.gov/,,,,2,,,,,,,,
1.9,video,Reading the Keeling Curve,Scripps,https://www.youtube.com/watch?v=0Z7IIbfblSA,,,,2,,,,,,,,
1.9,audio,Science Vs: Understanding Climate Data,Science Vs Climate,https://open.spotify.com/show/5lY4b5PGOvMuOYOjOVEVb8,,,,2,,,,,,,,
1.9,audio,Outrage and Optimism: Reading the Data,Outrage+Optimism,https://open.spotify.com/show/2FjnE8EVBXM3ZTMtSElFMG,,,,3,,,,,,,,
1.1,worksheet,Body as a System Worksheet - CK-12,CK-12,https://flexbooks.ck12.org/,,,yes,1,,,,,,,,1.5
1.1,simulation,Human Body Systems Interactive: Explore how body systems interact with environment,BioDigital,https://www.biodigital.com/,,,yes,1,,,,,,,,1.5
1.1,video,Human Body Systems Overview - Amoeba Sisters,Amoeba Sisters,https://www.youtube.com/@AmoebaSisters,,,yes,1,,,,,,,Amoeba Sisters,1.5
1.1,lab,Human Body Systems Virtual Lab: Explore respiratory and circulatory systems,Labster,https://www.labster.com/simulations/human-body-systems,,,yes,1,,,,,,,,1.5
1.1,simulation,Visible Body: Human body systems and environmental responses,Visible Body,https://www.visiblebody.com/,,,yes,1,,,,,,,,1.5
1.1,video,Your Body Is An Ecosystem - Kurzgesagt,Kurzgesagt,https://www.youtube.com/@kurzgesagt,,,yes,1,,,,,,,Kurzgesagt,1.5
1.1,reading,Your Body as a System - CK-12,CK-12,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/19.1/,,,yes,1,,,,,,,,1.5
1.1,reading,Your Body as a System: How human body systems mirror environmental systems,CK-12,https://www.ck12.org/biology/human-body-systems/,,,yes,1,,,,,,,,1.5
1.1,video,Homeostasis and Negative Feedback Loops,Bozeman Science,https://www.youtube.com/watch?v=Iz0Q9nTZCw4,,,,2,,,,,,,Bozeman Science APES,1.5
1.1,audio,Radiolab: Body Systems,Radiolab/WNYC,https://radiolab.org/episodes/body,,,,2,,,,,,,,1.5
1.1,video,Your Body Is An Ecosystem,MinuteEarth,https://www.youtube.com/watch?v=BickMFHAZR0,,,,2,,,,,,,MinuteEarth,1.5
1.1,worksheet,Your Body as a System Worksheet: Map body systems and environmental connections,NGSS Life Science,https://www.ngsslifescience.com/,,,,2,,,,,,,,1.5
1.1,audio,Your Body as a System: How human body systems mirror environmental systems,Radiolab,https://radiolab.org/,,,,2,,,,,,,,1.5
1.1,game,Body as Ecosystem Game,Ecology Games Educational,https://www.legendsoflearning.com/learning-objectives/human-body/,,,,3,,,,,,,,1.5
1.1,interactive,Your Body as a System Interactive,HHMI Click & Learn,https://www.biointeractive.org/classroom-resources/,,,,3,,,,,,,,1.5
2.1A,lab,Ecology Introduction Lab: Investigate environmental biology fundamentals,Labster,https://www.labster.com/simulations/introduction-to-ecology,,,yes,1,,,,,,,,
2.1A,video,Ecology: Crash Course Biology #40,Crash Course,https://www.youtube.com/watch?v=sjE-Pkjp3u4,,,yes,1,,,,,,,Crash Course Ecology,
2.1A,video,Environmental Science: An Introduction,Bozeman Science Ecology,https://www.youtube.com/watch?v=pyxTR9wSfI0,,,yes,1,,,,,,,,
2.1A,audio,How to Save a Planet: Introduction,Gimlet/Spotify,https://open.spotify.com/show/1KzrasExlM5dgMYwgFHns6,,,yes,1,,,,,,,,
2.1A,video,Intro to Ecology: Why Did All These Elephants Die? - Crash Course Biology,HHMI BioInteractive Ecology,https://www.biointeractive.org/why-did-all-these-elephants-die-intro-ecology-crash-course-biology-05,,,yes,1,,,,,,,Crash Course Ecology,
2.1A,interactive,What Is Environmental Biology Interactive,National Geographic Education,https://education.nationalgeographic.org/resource/ecology/,,,yes,1,,,,,,,,
2.1A,reading,What Is Environmental Science?,CK-12 Ecology,https://www.ck12.org/book/ck-12-biology/section/6.1/,,,yes,1,,,,,,,,
2.1A,worksheet,What is Environmental Biology Worksheet - CK-12,CK-12,https://flexbooks.ck12.org/,,,yes,1,,,,,,,,
2.1A,reading,What is Environmental Science - CK-12,CK-12,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/21.1/primary/lesson/what-is-ecology-bio/,,,yes,1,,,,,,,,
2.1A,video,What is Environmental Science? - Nature Education,,https://www.nature.com/scitable/knowledge/library/what-is-environmental-science-13225489/,,,yes,1,,,,,,,,
2.1A,game,Environmental Biology Trivia: Test knowledge of environmental systems,Quizlet,https://quizlet.com/subject/environmental-biology/,,,,2,,,,,,,,
2.1A,game,What Is Environmental Biology Game,Legends of Learning Ecology,https://www.legendsoflearning.com/learning-objectives/ecology/,,,,2,,,,,,,,
2.1A,lab,What is Environmental Biology Virtual Lab: Explore connections between living and non-living systems,CK-12,https://www.ck12.org/biology/environmental-biology/,,,,2,,,,,,,,
2.1A,worksheet,What is Environmental Biology Worksheet: Introduction activity,NGSS Life Science,https://www.ngsslifescience.com/,,,,2,,,,,,,,
2.1A,audio,What is Environmental Biology? Connecting living and non-living systems,Ologies Podcast,https://www.alieward.com/ologies/conservation-biology,,,,2,,,,,,,,
2.1A,simulation,What is Environmental Science Interactive: Explore connections between environmental systems,CK-12,https://www.ck12.org/earth-science/environmental-science/,,,,2,,,,,,,,
2.1B,game,Biome Explorer Game: Match organisms to biosphere regions,National Geographic,https://education.nationalgeographic.org/resource/biomes/,,,yes,1,,,,,,,,
2.1B,simulation,Biosphere Explorer Simulation,HHMI BioInteractive Simulations,https://www.biointeractive.org/classroom-resources/biomeviewer,,,yes,1,,,,,,,,
2.1B,interactive,Biosphere Interactive Explorer,National Geographic Education,https://education.nationalgeographic.org/resource/biosphere/,,,yes,1,,,,,,,,
2.1B,lab,Biosphere Virtual Lab: Explore biomes and where life exists on Earth,Labster,https://www.labster.com/simulations/biomes,,,yes,1,,,,,,,,
2.1B,worksheet,Biosphere Worksheet - CK-12,CK-12,https://flexbooks.ck12.org/,,,yes,1,,,,,,,,
2.1B,video,Biosphere and Biomes Overview - Khan Academy,Khan Academy,https://www.khanacademy.org/science/biology/ecology/intro-to-ecology/v/ecology-introduction,,,yes,1,,,,,,,Khan Academy,
2.1B,lab,HHMI Biosphere Explorer: Investigate Earth's living layer,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/biosphere,,,yes,1,,,,,,,HHMI BioInteractive,
2.1B,reading,The Biosphere - CK-12,CK-12,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/21.1/,,,yes,1,,,,,,,,
2.1B,video,The Biosphere: Where Life Exists - CK-12,CK-12,https://www.ck12.org/biology/biosphere/,,,yes,1,,,,,,,,
2.1B,audio,The Biosphere: Where life exists and why,Radiolab,https://radiolab.org/,,,yes,1,,,,,,,,
2.1B,video,The History of Life on Earth - Crash Course Ecology #1,Crash Course Ecology,https://www.youtube.com/watch?v=sjE-Eclk5FE&list=PL8dPuuaLjXtNdTKZkV_GiIYXpV9w4WxbX,,,yes,1,,,,,,,Crash Course Ecology,
2.1B,audio,BBC Climate Question: Where Life Exists,BBC,https://www.bbc.co.uk/programmes/w13xtvb8,,,,2,,,,,,,,
2.1B,game,Biosphere Explorer Game,Legends of Learning Ecology,https://www.legendsoflearning.com/learning-objectives/biosphere/,,,,2,,,,,,,,
2.1B,simulation,Biosphere Simulation: Model biome distribution and species interactions,Concord Consortium,https://learn.concord.org/resources/biosphere,,,,2,,,,,,,,
2.1B,worksheet,Biosphere Worksheet: Map biomes and identify where life exists,NGSS Life Science,https://www.ngsslifescience.com/,,,,2,,,,,,,,
2.1B,reading,Environmental Biology - The Biosphere,Biology LibreTexts Ecology,https://bio.libretexts.org/Bookshelves/Ecology/Environmental_Biology_(Hartline),,,,2,,,,,,,,
2.1B,video,The Biosphere - Life on Earth,Bozeman Science,https://www.youtube.com/watch?v=Rs61mGVsCUg,,,,2,,,,,,,Bozeman Science APES,
2.1B,video,The Biosphere - Lumen Learning,,https://courses.lumenlearning.com/suny-biology2/chapter/the-biosphere/,,,,2,,,,,,,,
