topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq
8.5b,lab,ChemCollective Virtual Lab: Solution Preparation,ChemCollective,https://chemcollective.org/vlab/vlab.php,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
9.6,lab,ChemCollective Virtual Lab: Acid-Base Neutralization,ChemCollective,https://chemcollective.org/activities/autograded/neutralization,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
6.9a,lab,ChemCollective Virtual Lab: Stoichiometry,ChemCollective,https://chemcollective.org/activities/autograded/stoichiometry,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
2.1a,lab,PhET Build an Atom Lab,PhET,https://phet.colorado.edu/en/simulations/build-an-atom,,,,,,,,,,,PhET Simulations,
5.3b,lab,PhET Balancing Equations Lab,PhET,https://phet.colorado.edu/en/simulations/balancing-chemical-equations,,,,,,,,,,,PhET Simulations,
8.5b,lab,PhET Concentration Lab,PhET,https://phet.colorado.edu/en/simulations/concentration,,,,,,,,,,,PhET Simulations,
7.4,lab,PhET Gas Properties Lab,PhET,https://phet.colorado.edu/en/simulations/gas-properties,,,,,,,,,,,PhET Simulations,
2.4a,game,Periodic Table Quiz - Name the Elements,Sporcle,https://www.sporcle.com/games/g/elements,,,,,,,,,,,,
2.4a,game,The Periodic Table Game,Funbrain,https://www.funbrain.com/games/periodic-table-game,,,,,,,,,,,,
2.4b,game,Periodic Table Games and Quizzes,Breaking Atom,https://www.breakingatom.com/periodic-table-games,,,,,,,,,,,,
2.4c,game,Periodic Table Map Quiz,Seterra,https://www.geoguessr.com/vgp/3829,,,,,,,,,,,,
2.4b,game,Elements of the Periodic Table Quiz,JetPunk,https://www.jetpunk.com/quizzes/name-the-elements,,,,,,,,,,,,
1.6a,game,Periodic Table Challenge,ILPI,https://www.ilpi.com/genchem/periodicquiz.html,,,,,,,,,,,,
2.4c,game,Periodic Table Quiz,Britannica,https://www.britannica.com/quiz/periodic-table-of-the-elements,,,,,,,,,,,,
2.2a,game,Periodic Table Space Quiz,PeriodicTable.space,https://periodictable.space/quiz/quiz.html,,,,,,,,,,,,
2.1a,worksheet,Atomic Structure Worksheets,Chemistry Learner,https://www.chemistrylearner.com/worksheets/atomic-structure-worksheets,,,,,,,,,,,,
3.3,worksheet,Chemical Bonding Worksheets,Chemistry Learner,https://www.chemistrylearner.com/worksheets/chemical-bonding-worksheets,,,,,,,,,,,,
3.4,worksheet,Covalent Bonding Worksheets,Chemistry Learner,https://www.chemistrylearner.com/worksheets/covalent-bonding-worksheets,,,,,,,,,,,,
2.1a,worksheet,Atoms and Chemical Bonding Worksheets,NewPath Worksheets,https://newpathworksheets.com/chemistry/high-school/atoms-and-chemical-bonding-2058,,,,,,,,,,,,
2.1a,worksheet,Atomic Structure Worksheet PDF,LH Schools,https://www.lhschools.org/Downloads/atomic-structure-wkst-1roqbkg.pdf,,,,,,,,,,,,
3.4,worksheet,Chemical Bonding Worksheet,Chemistry LibreTexts,https://chem.libretexts.org/Courses/Victor_Valley_College/CHEM100_Victor_Valley_College/05:_Compounds_and_Bonding/5.03:_Chemical_Bonding_(Worksheet),,Not ELL-friendly,,,,,,,,,Chemistry LibreTexts,
5.3b,worksheet,Chemistry Tests and Worksheets,Help Teaching,https://www.helpteaching.com/free-chemistry-worksheets.htm,,Access: freemium,,,,,,,,,,
2.4a,worksheet,Atomic Structure and Periodic Table Worksheets,Easy Teacher Worksheets,https://www.easyteacherworksheets.com/science/answermixed-atoms.html,,,,,,,,,,,,
1.1,video,Introduction to Chemistry,Khan Academy,https://www.khanacademy.org/science/chemistry/atomic-structure-and-properties/introduction-to-the-atom/v/introduction-to-chemistry,,,,,,,,,,,,
1.5a,video,Physical Properties of Matter,Khan Academy,https://www.khanacademy.org/science/ms-chemistry/xc370bc422b7f75fc:physical-properties-of-matter,,,,,,,,,,,,
2.1a,video,"Atoms, Compounds, and Ions",Khan Academy,https://www.khanacademy.org/science/chemistry/atomic-structure-and-properties,,,,,,,,,,,,
1.2,video,Lab Techniques and Safety: Crash Course Chemistry #21,Crash Course,https://www.youtube.com/watch?v=VRWRmIEHr3A,,,,,,,,,,,Crash Course Chemistry,
3.5,video,Bonding Models and Lewis Structures: Crash Course Chemistry #24,Crash Course,https://www.youtube.com/watch?v=a8LF7JEb0IA,,,,,,,,,,,Crash Course Chemistry,
6.7,video,"Stoichiometry Basic Introduction - Mole to Mole, Grams to Grams",The Organic Chemistry Tutor,https://www.youtube.com/watch?v=UL1jmJaUkaQ,,,,,,,,,,,,
6.9a,video,"Limiting Reactant, Theoretical and Percent Yield",The Organic Chemistry Tutor,https://www.youtube.com/watch?v=HmDm1qpNUD0,,,,,,,,,,,,
5.3b,video,Introduction to Balancing Chemical Equations,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=RnGu3xO2h74,,,,,,,,,,,,
10.5,lab,ChemCollective: Heat of Reaction Calorimetry,ChemCollective,https://chemcollective.org/vlabs,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
10.6,lab,ChemCollective: Hess Law Demonstration,ChemCollective,https://chemcollective.org/vlabs,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
9.7b,lab,ChemCollective: Titration Curve Analysis,ChemCollective,https://chemcollective.org/vlabs,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
9.8,lab,ChemCollective: Buffer Solution Design,ChemCollective,https://chemcollective.org/vlabs,,Not ELL-friendly; Low usability,,,,,,,,,ChemCollective Virtual Labs,
1.5a,lab,ChemCollective: Density Identification,ChemCollective,https://chemcollective.org/autograded,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
8.6,lab,ChemCollective: Dilution Virtual Lab,ChemCollective,https://chemcollective.org/activities/vlab/67,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
9.7a,lab,ChemCollective: Vinegar Titration,ChemCollective,https://chemcollective.org/autograded,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
1.2,reading,CK-12: Lab Safety,CK-12,https://www.ck12.org/c/chemistry/lab-safety/,,,,,,,,,,,CK-12 FlexBooks,
1.3,reading,CK-12: Lab Equipment,CK-12,https://www.ck12.org/c/chemistry/lab-equipment/,,,,,,,,,,,CK-12 FlexBooks,
1.5a,reading,CK-12: Physical Properties,CK-12,https://www.ck12.org/c/chemistry/physical-properties/,,,,,,,,,,,CK-12 FlexBooks,
1.5b,reading,CK-12: Chemical Properties,CK-12,https://www.ck12.org/c/chemistry/chemical-properties/,,,,,,,,,,,CK-12 FlexBooks,
1.6a,reading,CK-12: Pure Substances,CK-12,https://www.ck12.org/c/chemistry/pure-substances/,,,,,,,,,,,CK-12 FlexBooks,
1.6b,reading,CK-12: Mixtures,CK-12,https://www.ck12.org/c/chemistry/mixtures/,,,,,,,,,,,CK-12 FlexBooks,
2.1b,reading,CK-12: Subatomic Particles,CK-12,https://www.ck12.org/c/chemistry/subatomic-particles/,,,,,,,,,,,CK-12 FlexBooks,
2.2a,reading,CK-12: Atomic Number,CK-12,https://www.ck12.org/c/chemistry/atomic-number/,,,,,,,,,,,CK-12 FlexBooks,
2.2b,reading,CK-12: Mass Number,CK-12,https://www.ck12.org/c/chemistry/mass-number/,,,,,,,,,,,CK-12 FlexBooks,
2.2c,reading,CK-12: Isotopes,CK-12,https://www.ck12.org/c/chemistry/isotopes/,,,,,,,,,,,CK-12 FlexBooks,
2.3a,reading,CK-12: Electron Configuration,CK-12,https://www.ck12.org/c/chemistry/electron-configuration/,,,,,,,,,,,CK-12 FlexBooks,
2.3b,reading,CK-12: Valence Electrons,CK-12,https://www.ck12.org/c/chemistry/valence-electrons/,,,,,,,,,,,CK-12 FlexBooks,
2.4b,reading,CK-12: Metals Nonmetals Metalloids,CK-12,https://www.ck12.org/c/chemistry/metals-nonmetals-and-metalloids/,,,,,,,,,,,CK-12 FlexBooks,
2.4c,reading,CK-12: Alkali Metals,CK-12,https://www.ck12.org/c/chemistry/alkali-metals/,,,,,,,,,,,CK-12 FlexBooks,
2.5b,reading,CK-12: Lewis Electron Dot Structures,CK-12,https://www.ck12.org/c/chemistry/lewis-electron-dot-structures/,,,,,,,,,,,CK-12 FlexBooks,
2.6,reading,CK-12: Atomic Radius,CK-12,https://www.ck12.org/c/chemistry/atomic-radius/,,,,,,,,,,,CK-12 FlexBooks,
3.1,reading,CK-12: Octet Rule,CK-12,https://www.ck12.org/c/chemistry/octet-rule/,,,,,,,,,,,CK-12 FlexBooks,
3.2a,reading,CK-12: Cations,CK-12,https://www.ck12.org/c/chemistry/cations/,,,,,,,,,,,CK-12 FlexBooks,
3.2b,reading,CK-12: Anions,CK-12,https://www.ck12.org/c/chemistry/anions/,,,,,,,,,,,CK-12 FlexBooks,
3.5,reading,CK-12: Lewis Structures,CK-12,https://www.ck12.org/c/chemistry/lewis-electron-dot-structures/,,,,,,,,,,,CK-12 FlexBooks,
3.6,reading,CK-12: VSEPR Theory,CK-12,https://www.ck12.org/c/chemistry/vsepr/,,,,,,,,,,,CK-12 FlexBooks,
3.7a,reading,CK-12: Electronegativity,CK-12,https://www.ck12.org/c/chemistry/electronegativity/,,,,,,,,,,,CK-12 FlexBooks,
3.7b,reading,CK-12: Polar and Nonpolar Molecules,CK-12,https://www.ck12.org/c/chemistry/polar-and-nonpolar-covalent-bonds/,,,,,,,,,,,CK-12 FlexBooks,
4.1a,reading,CK-12: Ionic Compound Formulas,CK-12,https://www.ck12.org/c/chemistry/ionic-compounds/,,,,,,,,,,,CK-12 FlexBooks,
4.2,reading,CK-12: Naming Ionic Compounds,CK-12,https://www.ck12.org/c/chemistry/naming-ionic-compounds/,,,,,,,,,,,CK-12 FlexBooks,
4.3,reading,CK-12: Polyatomic Ions,CK-12,https://www.ck12.org/c/chemistry/polyatomic-ions/,,,,,,,,,,,CK-12 FlexBooks,
4.6,reading,CK-12: Naming Covalent Compounds,CK-12,https://www.ck12.org/c/chemistry/naming-covalent-compounds/,,,,,,,,,,,CK-12 FlexBooks,
4.7a,reading,CK-12: Acids,CK-12,https://www.ck12.org/c/chemistry/acids/,,,,,,,,,,,CK-12 FlexBooks,
5.1a,reading,CK-12: Evidence of Chemical Reactions,CK-12,https://www.ck12.org/c/chemistry/evidence-of-chemical-reactions/,,,,,,,,,,,CK-12 FlexBooks,
5.1b,reading,CK-12: Chemical vs Physical Changes,CK-12,https://www.ck12.org/c/chemistry/chemical-change/,,,,,,,,,,,CK-12 FlexBooks,
5.2,reading,CK-12: Writing Chemical Equations,CK-12,https://www.ck12.org/c/chemistry/chemical-equations/,,,,,,,,,,,CK-12 FlexBooks,
5.4a,reading,CK-12: Synthesis Reactions,CK-12,https://www.ck12.org/c/chemistry/synthesis-reactions/,,,,,,,,,,,CK-12 FlexBooks,
5.4b,reading,CK-12: Decomposition Reactions,CK-12,https://www.ck12.org/c/chemistry/decomposition-reactions/,,,,,,,,,,,CK-12 FlexBooks,
5.5a,reading,CK-12: Single Replacement Reactions,CK-12,https://www.ck12.org/c/chemistry/single-replacement-reactions/,,,,,,,,,,,CK-12 FlexBooks,
5.5b,reading,CK-12: Double Replacement Reactions,CK-12,https://www.ck12.org/c/chemistry/double-replacement-reactions/,,,,,,,,,,,CK-12 FlexBooks,
5.6,reading,CK-12: Combustion Reactions,CK-12,https://www.ck12.org/c/chemistry/combustion-reactions/,,,,,,,,,,,CK-12 FlexBooks,
5.7a,reading,CK-12: Exothermic Reactions,CK-12,https://www.ck12.org/c/chemistry/exothermic-reactions/,,,,,,,,,,,CK-12 FlexBooks,
5.7b,reading,CK-12: Endothermic Reactions,CK-12,https://www.ck12.org/c/chemistry/endothermic-reactions/,,,,,,,,,,,CK-12 FlexBooks,
5.8a,reading,CK-12: Reaction Rate,CK-12,https://www.ck12.org/c/chemistry/factors-affecting-reaction-rate/,,,,,,,,,,,CK-12 FlexBooks,
5.8b,reading,CK-12: Collision Theory,CK-12,https://www.ck12.org/c/chemistry/collision-theory/,,,,,,,,,,,CK-12 FlexBooks,
6.1b,reading,CK-12: Avogadros Number,CK-12,https://www.ck12.org/c/chemistry/avogadros-number/,,,,,,,,,,,CK-12 FlexBooks,
6.2a,reading,CK-12: Molar Mass,CK-12,https://www.ck12.org/c/chemistry/molar-mass/,,,,,,,,,,,CK-12 FlexBooks,
6.9a,reading,CK-12: Limiting Reactant,CK-12,https://www.ck12.org/c/chemistry/limiting-reactant/,,,,,,,,,,,CK-12 FlexBooks,
6.10b,reading,CK-12: Percent Yield,CK-12,https://www.ck12.org/c/chemistry/percent-yield/,,,,,,,,,,,CK-12 FlexBooks,
7.1,reading,CK-12: Properties of Gases,CK-12,https://www.ck12.org/c/chemistry/gas-properties/,,,,,,,,,,,CK-12 FlexBooks,
7.3,reading,CK-12: Kinetic Molecular Theory,CK-12,https://www.ck12.org/c/chemistry/kinetic-molecular-theory/,,,,,,,,,,,CK-12 FlexBooks,
7.4,reading,CK-12: Boyles Law,CK-12,https://www.ck12.org/c/chemistry/boyles-law/,,,,,,,,,,,CK-12 FlexBooks,
7.5,reading,CK-12: Charles Law,CK-12,https://www.ck12.org/c/chemistry/charles-law/,,,,,,,,,,,CK-12 FlexBooks,
7.8a,reading,CK-12: Ideal Gas Law,CK-12,https://www.ck12.org/c/chemistry/ideal-gas-law/,,,,,,,,,,,CK-12 FlexBooks,
8.3,reading,CK-12: Solubility,CK-12,https://www.ck12.org/c/chemistry/solubility/,,,,,,,,,,,CK-12 FlexBooks,
8.5b,reading,CK-12: Molarity,CK-12,https://www.ck12.org/c/chemistry/molarity/,,,,,,,,,,,CK-12 FlexBooks,
8.7a,reading,CK-12: Boiling Point Elevation,CK-12,https://www.ck12.org/c/chemistry/boiling-point-elevation/,,,,,,,,,,,CK-12 FlexBooks,
8.7b,reading,CK-12: Freezing Point Depression,CK-12,https://www.ck12.org/c/chemistry/freezing-point-depression/,,,,,,,,,,,CK-12 FlexBooks,
9.1a,reading,CK-12: Properties of Acids,CK-12,https://www.ck12.org/c/chemistry/acids/,,,,,,,,,,,CK-12 FlexBooks,
9.1b,reading,CK-12: Properties of Bases,CK-12,https://www.ck12.org/c/chemistry/bases/,,,,,,,,,,,CK-12 FlexBooks,
9.5,reading,CK-12: Strong vs Weak Acids and Bases,CK-12,https://www.ck12.org/c/chemistry/strong-and-weak-acids-and-bases/,,,,,,,,,,,CK-12 FlexBooks,
9.6,reading,CK-12: Neutralization,CK-12,https://www.ck12.org/c/chemistry/neutralization/,,,,,,,,,,,CK-12 FlexBooks,
9.7a,reading,CK-12: Titration,CK-12,https://www.ck12.org/c/chemistry/titration/,,,,,,,,,,,CK-12 FlexBooks,
10.1a,reading,CK-12: Heat vs Temperature,CK-12,https://www.ck12.org/c/chemistry/heat/,,,,,,,,,,,CK-12 FlexBooks,
10.3,reading,CK-12: Enthalpy,CK-12,https://www.ck12.org/c/chemistry/enthalpy/,,,,,,,,,,,CK-12 FlexBooks,
1.1,video,Introduction to Chemistry - Types of Matter,Professor Dave Explains,https://www.youtube.com/watch?v=bka20Q9TN6M,,,,,,,,,,,,
1.4,video,States of Matter: Solids Liquids Gases,Tyler DeWitt,https://www.youtube.com/watch?v=aQMwVSj0H4o,,,,,,,,,,,Tyler DeWitt Chemistry,
1.5b,video,Physical and Chemical Properties of Matter,Professor Dave Explains,https://www.youtube.com/watch?v=LXSyf3jqntY,,,,,,,,,,,,
1.6a,video,Pure Substances and Mixtures,Professor Dave Explains,https://www.youtube.com/watch?v=_OGGn1jZETs,,,,,,,,,,,,
2.1b,video,Protons Neutrons Electrons - Atomic Structure,Tyler DeWitt,https://www.youtube.com/watch?v=1xSQlwWGT8M,,,,,,,,,,,Tyler DeWitt Chemistry,
2.2a,video,Atomic Number Mass Number and Net Charge,Tyler DeWitt,https://www.youtube.com/watch?v=1xSQlwWGT8M,,,,,,,,,,,Tyler DeWitt Chemistry,
2.2b,video,Nuclide Symbols: Atomic Number Mass Number,Professor Dave Explains,https://www.youtube.com/watch?v=6Jjtu2Z1m0Y,,,,,,,,,,,,
2.2c,video,What are Isotopes,Tyler DeWitt,https://www.youtube.com/watch?v=F8jmjMd_Gjs,,,,,,,,,,,Tyler DeWitt Chemistry,
2.3a,video,Quantum Numbers Atomic Orbitals and Electron Configurations,Professor Dave Explains,https://www.youtube.com/watch?v=Aoi4j8es4gQ,,,,,,,,,,,,
2.3b,video,Valence Electrons and the Periodic Table,Professor Dave Explains,https://www.youtube.com/watch?v=Jd1q5m2FGEY,,,,,,,,,,,,
2.4b,video,Metals Nonmetals and Metalloids,Professor Dave Explains,https://www.youtube.com/watch?v=xYIQ0DSf1Lc,,,,,,,,,,,,
